"Name","Comments","Size","Type","Date Modified","Lent to","Disk Location","Location","Path",
"Monty Python Script - Sheep.txt","*** From the first Monty Python's Flying Circus episode ever!!! ***
*** Transcript submitted 4/12/86 by (guess who?) ***
*** Bret ""Yup, again"" Shefter <SHEBREB@YALEVMX> ***

                             Flying Sheep

(A tourist approaches a shepherd.  Th...","2 KB (2,046 Bytes)","Text Document","4/11/2001 3:50:36 PM",,"","\\My Collection\Appz/Warez\Linux Warez #1\ebooks\","G:\ebooks\Monty Python Script - Sheep.txt",
"Monty Python Script - Story.txt","****                   The Story of the Film So Far                        ****

****  from the album of the soundtrack of the trailer of the film of       ****
****  Monty Python and the Holy Grail                                      ****
****  Transcr...","3 KB (2,847 Bytes)","Text Document","4/11/2001 3:50:36 PM",,"","\\My Collection\Appz/Warez\Linux Warez #1\ebooks\","G:\ebooks\Monty Python Script - Story.txt",
"Monty Python Script - String.txt","****  The string sketch
****  from Monty Python's Instant Record Collection
****  Transcribed from tape by Malcolm Dickinson <CLARINET@YALEVMX> , 4/5/86.


Adrian Wapcaplet:  Aah, come in, come in, Mr....Simpson.  Aaah, welcome to
    Mousebat, Follicle,...","4 KB (3,279 Bytes)","Text Document","4/11/2001 3:50:36 PM",,"","\\My Collection\Appz/Warez\Linux Warez #1\ebooks\","G:\ebooks\Monty Python Script - String.txt",
"Monty Python Script - Swamp.txt","*** The Tale of Sir Launcelot ***
*** From Monty Python and the Holy Grail ***
*** Laboriously plagiarized by Bret ""zzzz...."" Shefter <SHEBREB@YALEVMX>
*** on the tenth day of April in the year of our Bret 1986
*** Laboriously corrected by Malcolm Dickin...","14 KB (13,475 Bytes)","Text Document","4/11/2001 3:50:36 PM",,"","\\My Collection\Appz/Warez\Linux Warez #1\ebooks\","G:\ebooks\Monty Python Script - Swamp.txt",
"Monty Python Script - Victor.txt","*** More Monty Python!!! A little-known Biblical lesson ***
*** Submitted by Bret ""Who else?"" Shefter <SHEBREB@YALEVMX> ***

                     St. Victor of Python

   ""And it came to pass that Saint Victor was taken from this place
to another place. ...","2 KB (1,517 Bytes)","Text Document","4/11/2001 3:50:36 PM",,"","\\My Collection\Appz/Warez\Linux Warez #1\ebooks\","G:\ebooks\Monty Python Script - Victor.txt",
"Monty Python Script - Wisemen.txt","*****   The Opening Scene of Life of Brian                            *****
*****   Transcribed by Dwayne A. X. E. E. <CS107124@YUSOL>   4/26/84  *****
*****   Edited by Malcolm Dickinson '89 <CLARINET@YALEVMX>  10/20/86  *****

(Three camels are silhoue...","4 KB (3,802 Bytes)","Text Document","4/11/2001 3:50:36 PM",,"","\\My Collection\Appz/Warez\Linux Warez #1\ebooks\","G:\ebooks\Monty Python Script - Wisemen.txt",
"Monty Python Script - Witch.txt","      -----The Witch Scene  from  Monty Python and the Holy Grail-----
--- transcribed from memory by Malcolm <CLARINET@YALEVMX> Dickinson 3/25/86---

Villager: We have found a witch, may we burn her?
Crowd: BURN!! BUUUURN HER!
Bedevere: But how do you *...","4 KB (3,207 Bytes)","Text Document","4/11/2001 3:50:36 PM",,"","\\My Collection\Appz/Warez\Linux Warez #1\ebooks\","G:\ebooks\Monty Python Script - Witch.txt",
"Neal Stephenson - In the Beginning was the Command Line.txt","In the Beginning was the Command Line
by Neal Stephenson

About twenty years ago Jobs and Wozniak, the founders of Apple, came up with the 
very strange idea of selling information processing machines for use in the 
home. The business took off, and its ...","215 KB (219,397 Bytes)","Text Document","4/11/2001 3:51:46 PM",,"","\\My Collection\Appz/Warez\Linux Warez #1\ebooks\","G:\ebooks\Neal Stephenson - In the Beginning was the Command Line.txt",
"Neal Stephenson - Mother Earth Mother Board.txt","4.12: Mother Earth Mother Board********************************************************
Author: Neal Stephenson
Title: Mother Earth Mother Board
Original copyright year: 1993
Genre: Fiction
Version: 1.0
Date of e-text:
Source:
Prepared by:
Comments: Plea...","246 KB (251,082 Bytes)","Text Document","4/11/2001 3:51:46 PM",,"","\\My Collection\Appz/Warez\Linux Warez #1\ebooks\","G:\ebooks\Neal Stephenson - Mother Earth Mother Board.txt",
"Neal Stephenson - Simoleon Caper.txt","********************************************************
Author: Neal Stephenson
Title: Simoleon Caper
Original copyright year: 1995
Genre: short story
Version: 1.0
Date of e-text:
Source:
Prepared by:
Comments: Not sure about the title
	  Please correct...","31 KB (30,814 Bytes)","Text Document","4/11/2001 3:51:46 PM",,"","\\My Collection\Appz/Warez\Linux Warez #1\ebooks\","G:\ebooks\Neal Stephenson - Simoleon Caper.txt",
"Neal Stephenson - Snow Crash.txt","
ROC

Publishedby the Penguin Group
Penguin Books Ltd, 27 Wrights Lane, London W8 5TZ, England
Penguin Books USA Inc.. 375 Hudson Street. New York, New York 10014, USA
Penguin Books Australia Ltd, Ringwood, Victoria, Australia
Penguin Books Canada Ltd. 1...","890 KB (910,492 Bytes)","Text Document","4/11/2001 3:51:52 PM",,"","\\My Collection\Appz/Warez\Linux Warez #1\ebooks\","G:\ebooks\Neal Stephenson - Snow Crash.txt",
"Neal Stephenson - The Big U.txt","
                           ------------------------
                           -- The Go Big Red Fan --
                           ------------------------

The Go Big Red Fan was John Wesley Fenrick's, and when ventilating his System
it throbbed and cr...","587 KB (600,929 Bytes)","Text Document","4/11/2001 3:51:52 PM",,"","\\My Collection\Appz/Warez\Linux Warez #1\ebooks\","G:\ebooks\Neal Stephenson - The Big U.txt",
"Oscar Wilde - Selected Prose.txt","
Selected Prose of Oscar Wilde

by Oscar Wilde




Contents:

Preface by Robert Ross
How They Struck a Contemporary
The Quality of George Meredith
Life in the Fallacious Model
Life the Disciple
Life the Plagiarist
The Indispensable East
The Influence of ...","178 KB (181,421 Bytes)","Text Document","4/11/2001 3:51:52 PM",,"","\\My Collection\Appz/Warez\Linux Warez #1\ebooks\","G:\ebooks\Oscar Wilde - Selected Prose.txt",
"Oscar Wilde - The Importance of Being Earnest.txt","*The Project Gutenberg Etext of The Importance of Being Earnest*
#6 in our series by Oscar Wilde


Copyright laws are changing all over the world, be sure to check
the copyright laws for your country before posting these files!!

Please take a look at th...","131 KB (133,685 Bytes)","Text Document","4/11/2001 3:51:54 PM",,"","\\My Collection\Appz/Warez\Linux Warez #1\ebooks\","G:\ebooks\Oscar Wilde - The Importance of Being Earnest.txt",
"Richard Feynman - The Meaning of It All.txt","THE MEANING OF IT ALL
by Richard P. Feynman 


Richard P. Feynman was one of this century's most brilliant theoretical physicists and original thinkers. Born in Far Rockaway, New York, in 1918, he studied at the Massachusetts Institute of Technology, whe...","172 KB (175,346 Bytes)","Text Document","8/25/2001 1:32:18 PM",,"","\\My Collection\Appz/Warez\Linux Warez #1\ebooks\","G:\ebooks\Richard Feynman - The Meaning of It All.txt",
